Rank,Name,Position,Team,Weekly Salary,year
,Jay Fulton,Midfielder,SCAFC,6000,2019
,Matheus Pereira,Forward,WBAFC,6000,2019
608.0,Keinan Davis,Forward,AVFC,5000,2019
,Luka Racic,Defender,BFC,5000,2019
,Adam Legzdins,Goalkeeper,BFC,5000,2019
,Sepp van den Berg,Defender,LFC,5000,2019
,Ben Godfrey,Defender,NCFC,5000,2019
,Adam Idah,Forward,NCFC,5000,2019
,Jamal Lewis,Defender,NCFC,5000,2019
,Simon Moore,Goalkeeper,SUFC,5000,2019
,Callum Robinson,Forward,SUFC,5000,2019
,Julien Ngoy,Forward,SCFC,5000,2019
,Thibaud Verlinden,Midfielder,SCFC,5000,2019
,Sead Haksabanovic,Midfielder,WHUFC,5000,2019
620.0,Kalvin Phillips,Midfielder,LUFC,4500,2019
,Kieron Freeman,Defender,SUFC,4500,2019
622.0,George Baldock,Defender,SUFC,4038,2019
623.0,Mads Bech Soerensen,Defender,BFC,4000,2019
,George Baldock,Defender,SUFC,4000,2019
,John Lundstrom,Midfielder,SUFC,4000,2019
,Ben Osborn,Midfielder,SUFC,4000,2019
,Enda Stevens,Defender,SUFC,4000,2019
,Dara O'Shea,Defender,WBAFC,4000,2019
629.0,Alfie Whiteman,Goalkeeper,THFC,3846,2019
630.0,Dominic Thompson,Defender,BFC,3500,2019
,Tyler Roberts,Midfielder,LUFC,3500,2019
632.0,Jan Zambůrek,Midfielder,BFC,3100,2019
633.0,Pelly Ruddock Mpanzu,Midfielder,LTFC,3077,2019
634.0,Aaron Ramsdale,Goalkeeper,BOU,3000,2019
,Jack Simpson,Defender,BOU,3000,2019
,Rhys Healey,Forward,CCFC,3000,2019
,George Thomas,Forward,LC,3000,2019
,Freddie Woodman,Goalkeeper,NUFC,3000,2019
,Kean Bryan,Defender,SUFC,3000,2019
640.0,Jamie Sterry,Defender,NUFC,2000,2019
,Grady Diangana,Forward,WHUFC,2000,2019
642.0,Steven Sessegnon,Defender,FFC,1923,2019
643.0,Morgan Gibbs-White,Midfielder,WWFC,1500,2019
644.0,Sam Hughes,Defender,LC,900,2019
645.0,Connor Ronan,Midfielder,WWFC,769,2019
646.0,Sean Longstaff,Midfielder,NUFC,692,2019
647.0,Leif Davis,Defender,LUFC,596,2019
648.0,Regan Booty,Midfielder,HUD,500,2019
1.0,Gareth Bale,Forward,THFC,600000,2020
2.0,Kevin De Bruyne,Midfielder,MCFC,400000,2020
3.0,David De Gea,Goalkeeper,MUFC,375000,2020
4.0,Raheem Sterling,Forward,MCFC,300000,2020
5.0,N'Golo Kante,Midfielder,CFC,290000,2020
,Paul Pogba,Midfielder,MUFC,290000,2020
7.0,Timo Werner,Forward,CFC,272000,2020
8.0,Pierre-Emerick Aubameyang,Forward,AFC,250000,2020
,Edinson Cavani,Forward,MUFC,250000,2020
,Anthony Martial,Forward,MUFC,250000,2020
11.0,Sergio Aguero,Forward,MCFC,230135,2020
12.0,Thomas Partey,Midfielder,AFC,200000,2020
,Thiago Alcantara do Nascimento,Midfielder,LFC,200000,2020
,Mohamed Salah,Forward,LFC,200000,2020
,Marcus Rashford,Forward,MUFC,200000,2020
,Harry Kane,Forward,THFC,200000,2020
,Tanguy Ndombele,Midfielder,THFC,200000,2020
18.0,Willian da Silva,Forward,AFC,192308,2020
19.0,Ben Chilwell,Defender,CFC,190000,2020
20.0,Harry Maguire,Defender,MUFC,189904,2020
21.0,Alexandre Lacazette,Forward,AFC,182063,2020
22.0,Roberto Firmino,Forward,LFC,180000,2020
,Virgil Van Dijk,Defender,LFC,180000,2020
,Bruno Fernandes,Midfielder,MUFC,180000,2020
25.0,Ruben Dias,Defender,MCFC,160000,2020
,Juan Mata,Midfielder,MUFC,160000,2020
27.0,Kepa Arrizabalaga,Goalkeeper,CFC,150000,2020
,Cesar Azpilicueta,Defender,CFC,150000,2020
,Kai Havertz,Midfielder,CFC,150000,2020
,Mateo Kovacic,Midfielder,CFC,150000,2020
,Christian Pulisic,Forward,CFC,150000,2020
,Fernandinho Luis Roza,Midfielder,MCFC,150000,2020
,Bernardo Silva,Midfielder,MCFC,150000,2020
,Luke Shaw,Defender,MUFC,150000,2020
35.0,Jamie Vardy,Forward,LC,140000,2020
,Jordan Henderson,Midfielder,LFC,140000,2020
,James Milner,Midfielder,LFC,140000,2020
,Ilkay Gundogan,Midfielder,MCFC,140000,2020
,Heung-Min Son,Forward,THFC,140000,2020
40.0,Wilfried Zaha,Forward,CP,130000,2020
,Kasper Schmeichel,Goalkeeper,LC,130000,2020
42.0,Rodrigo Hernandez Cascante,Midfielder,MCFC,121154,2020
43.0,Jack Grealish,Midfielder,AVFC,120000,2020
,Callum Hudson-Odoi,Forward,CFC,120000,2020
,Christian Benteke,Forward,CP,120000,2020
,Bernard Anicio Caldeira Duarte,Forward,EFC,120000,2020
,Yerry Mina,Defender,EFC,120000,2020
,Naby Keita,Midfielder,LFC,120000,2020
,Alex Oxlade-Chamberlain,Midfielder,LFC,120000,2020
,Aymeric Laporte,Defender,MCFC,120000,2020
,Riyad Mahrez,Midfielder,MCFC,120000,2020
,Frederico de Paula Santos,Midfielder,MUFC,120000,2020
,Victor Lindelof,Defender,MUFC,120000,2020
,Nemanja Matic,Midfielder,MUFC,120000,2020
,Donny van de Beek,Midfielder,MUFC,120000,2020
56.0,Lucas Digne,Defender,EFC,119000,2020
57.0,Sebastien Haller,Forward,WHUFC,115385,2020
58.0,Andriy Yarmolenko,Forward,WHUFC,115000,2020
59.0,Andre Gomes,Midfielder,EFC,112212,2020
60.0,Hector Bellerin,Defender,AFC,110000,2020
,Jorge Luiz Frello Filho,Midfielder,CFC,110000,2020
,Olivier Giroud,Forward,CFC,110000,2020
,Thiago Silva,Defender,CFC,110000,2020
,James Maddison,Midfielder,LC,110000,2020
,Kyle Walker,Defender,MCFC,110000,2020
66.0,Pierre-Emile Hojbjerg,Midfielder,THFC,101923,2020
67.0,David Luiz,Defender,AFC,100962,2020
68.0,Odion Ighalo,Forward,MUFC,100769,2020
69.0,Sead Kolasinac,Defender,AFC,100000,2020
,Bernd Leno,Goalkeeper,AFC,100000,2020
,Nicolas Pepe,Forward,AFC,100000,2020
,Granit Xhaka,Midfielder,AFC,100000,2020
,Marcos Alonso,Defender,CFC,100000,2020
,Antonio Rudiger,Defender,CFC,100000,2020
,Hakim Ziyech,Midfielder,CFC,100000,2020
,Mamadou Sakho,Defender,CP,100000,2020
,Jordan Pickford,Goalkeeper,EFC,100000,2020
,Gylfi Sigurdsson,Midfielder,EFC,100000,2020
,Rodrigo Machado,Forward,LUFC,100000,2020
,Sadio Mane,Forward,LFC,100000,2020
,Joel Matip,Defender,LFC,100000,2020
,Fabinho Tavares,Midfielder,LFC,100000,2020
,John Stones,Defender,MCFC,100000,2020
,Dean Henderson,Goalkeeper,MUFC,100000,2020
,Dele Alli,Midfielder,THFC,100000,2020
,Hugo Lloris,Goalkeeper,THFC,100000,2020
,Jose Moutinho,Midfielder,WWFC,100000,2020
,Rui Patricio,Goalkeeper,WWFC,100000,2020
89.0,Ross Barkley,Midfielder,CFC,96154,2020
90.0,Cengiz Under,Midfielder,LC,94231,2020
91.0,Alex Telles,Defender,MUFC,93077,2020
92.0,Nathan Ake,Defender,MCFC,92308,2020
93.0,Adam Lallana,Midfielder,BHA,90385,2020
,Diogo Jota,Forward,LFC,90385,2020
95.0,Gabriel Martinelli,Forward,AFC,90000,2020
,Michy Batshuayi,Forward,CFC,90000,2020
,Richarlison de Andrade,Forward,EFC,90000,2020
,James Rodriguez,Forward,EFC,90000,2020
,Alisson Becker,Goalkeeper,LFC,90000,2020
,Georginio Wijnaldum,Midfielder,LFC,90000,2020
,Gabriel Jesus,Forward,MCFC,90000,2020
,Benjamin Mendy,Defender,MCFC,90000,2020
,Aaron Wan-Bissaka,Defender,MUFC,90000,2020
,Leander Dendoncker,Midfielder,WWFC,90000,2020
105.0,Joelinton Cassio Apolinario de Lira,Forward,NUFC,86538,2020
106.0,Pablo Mari,Defender,AFC,85000,2020
107.0,Kieran Tierney,Defender,AFC,80769,2020
,Nathaniel Clyne,Defender,CP,80769,2020
109.0,Tyrone Mings,Defender,AVFC,80000,2020
,Andreas Christensen,Defender,CFC,80000,2020
,Mason Mount,Midfielder,CFC,80000,2020
,Fabian Delph,Midfielder,EFC,80000,2020
,Jonny Evans,Defender,LC,80000,2020
,Xherdan Shaqiri,Midfielder,LFC,80000,2020
,Joao Cancelo,Defender,MCFC,80000,2020
,Eric Bailly,Defender,MUFC,80000,2020
,Saido Berahino,Forward,SCFC,80000,2020
,Toby Alderweireld,Defender,THFC,80000,2020
,Erik Lamela,Midfielder,THFC,80000,2020
,Lucas Moura,Forward,THFC,80000,2020
,Moussa Sissoko,Midfielder,THFC,80000,2020
,Nelson Semedo,Defender,WWFC,80000,2020
,Fabio Silva,Forward,WWFC,80000,2020
124.0,Bertrand Traore,Forward,AVFC,78000,2020
125.0,Vicente Guaita,Goalkeeper,CP,77000,2020
126.0,Ben Godfrey,Defender,EFC,76923,2020
127.0,Cedric Soares,Defender,AFC,75000,2020
,Ollie Watkins,Forward,AVFC,75000,2020
,Abdoulaye Doucoure,Midfielder,EFC,75000,2020
,Jean-Philippe Gbamin,Midfielder,EFC,75000,2020
,Alphonse Areola,Goalkeeper,FFC,75000,2020
,Onyinye Ndidi,Midfielder,LC,75000,2020
,Dennis Praet,Midfielder,LC,75000,2020
,Trent Alexander-Arnold,Defender,LFC,75000,2020
,Joe Gomez,Defender,LFC,75000,2020
,Takumi Minamino,Forward,LFC,75000,2020
,Mason Greenwood,Forward,MUFC,75000,2020
,Phil Jones,Defender,MUFC,75000,2020
,Jesse Lingard,Midfielder,MUFC,75000,2020
,Andy Carroll,Forward,NUFC,75000,2020
,Danny Ings,Forward,SFC,75000,2020
142.0,Steven Bergwijn,Forward,THFC,73077,2020
143.0,Eric Dier,Midfielder,THFC,72215,2020
144.0,Asmir Begovic,Goalkeeper,BOU,70000,2020
,Allan Loureiro,Midfielder,EFC,70000,2020
,Ricardo Pereira,Defender,LC,70000,2020
,Sergio Romero,Goalkeeper,MUFC,70000,2020
,Jonjo Shelvey,Midfielder,NUFC,70000,2020
,Ryan Bertrand,Defender,SFC,70000,2020
,Fraser Forster,Goalkeeper,SFC,70000,2020
,Kevin Wimmer,Defender,SCFC,70000,2020
,Serge Aurier,Defender,THFC,70000,2020
,Giovani Lo Celso,Midfielder,THFC,70000,2020
,Andre Gray,Forward,WAT,70000,2020
,Michail Antonio,Forward,WHUFC,70000,2020
,Manuel Lanzini,Midfielder,WHUFC,70000,2020
,Angelo Ogbonna,Defender,WHUFC,70000,2020
158.0,Pablo Fornals,Midfielder,WHUFC,67308,2020
,Tomas Soucek,Midfielder,WHUFC,67308,2020
160.0,Andre-Frank Zambo Anguissa,Midfielder,FFC,67000,2020
,Issa Diop,Defender,WHUFC,67000,2020
162.0,Matt Doherty,Defender,THFC,65385,2020
163.0,Matty Cash,Defender,AVFC,65000,2020
,Gary Cahill,Defender,CP,65000,2020
,Cheikhou Kouyate,Midfielder,CP,65000,2020
,Michael Keane,Defender,EFC,65000,2020
,Ozan Kabak,Defender,LFC,65000,2020
,Ederson Moraes,Goalkeeper,MCFC,65000,2020
,Brandon Williams,Defender,MUFC,65000,2020
,Oriol Romeu,Midfielder,SFC,65000,2020
,Davinson Sanchez,Defender,THFC,65000,2020
,Troy Deeney,Forward,WAT,65000,2020
,Lukasz Fabianski,Goalkeeper,WHUFC,65000,2020
174.0,Nathaniel Phillips,Defender,LFC,64615,2020
175.0,Raphael Belloli,Forward,LUFC,63500,2020
176.0,Timothy Castagne,Defender,LC,63000,2020
,Ismaila Sarr,Forward,WAT,63000,2020
178.0,Ruben Loftus-Cheek,Midfielder,CFC,60000,2020
,Scott Dann,Defender,CP,60000,2020
,Connor Wickham,Forward,CP,60000,2020
,Ola Aina,Defender,FFC,60000,2020
,Aleksandar Mitrovic,Forward,FFC,60000,2020
,Kelechi Iheanacho,Forward,LC,60000,2020
,Wes Morgan,Defender,LC,60000,2020
,Ben Davies,Defender,LFC,60000,2020
,Divock Origi,Forward,LFC,60000,2020
,Scott McTominay,Midfielder,MUFC,60000,2020
,Bruno Martins Indi,Defender,SCFC,60000,2020
,Ben Davies,Defender,THFC,60000,2020
,Danny Rose,Defender,THFC,60000,2020
,Jared Bowen,Forward,WHUFC,60000,2020
,Declan Rice,Midfielder,WHUFC,60000,2020
,Daniel Podence,Midfielder,WWFC,60000,2020
194.0,Reece James,Defender,CFC,58000,2020
195.0,Tammy Abraham,Forward,CFC,57692,2020
196.0,Jeffrey Schlupp,Midfielder,CP,56000,2020
197.0,Bjorn Engels,Defender,AVFC,55000,2020
,Ben Mee,Defender,BFC,55000,2020
,James McArthur,Midfielder,CP,55000,2020
,Luka Milivojevic,Midfielder,CP,55000,2020
,Jairo Riedewald,Midfielder,CP,55000,2020
,Andros Townsend,Midfielder,CP,55000,2020
,Patrick Van Aanholt,Defender,CP,55000,2020
,Seamus Coleman,Defender,EFC,55000,2020
,Nampalys Mendy,Midfielder,LC,55000,2020
,Emil Krafth,Defender,NUFC,55000,2020
,Ryan Shawcross,Defender,SCFC,55000,2020
,Kieran Gibbs,Defender,WBAFC,55000,2020
209.0,Jean-Philippe Mateta,Forward,CP,53365,2020
210.0,Mohamed Elneny,Midfielder,AFC,52500,2020
211.0,Edouard Mendy,Goalkeeper,CFC,52000,2020
212.0,Dani Ceballos,Midfielder,AFC,51923,2020
,Joe Hart,Goalkeeper,THFC,51923,2020
214.0,Kenny Tete,Defender,FFC,50962,2020
215.0,Jefferson Lerma,Midfielder,BOU,50000,2020
,Calum Chambers,Defender,AFC,50000,2020
,Gabriel Magalhaes,Defender,AFC,50000,2020
,John McGinn,Midfielder,AVFC,50000,2020
,Pascal Gross,Midfielder,BHA,50000,2020
,Alireza Jahanbakhsh,Midfielder,BHA,50000,2020
,Neal Maupay,Forward,BHA,50000,2020
,Adam Webster,Defender,BHA,50000,2020
,Danny Welbeck,Forward,BHA,50000,2020
,James Tarkowski,Defender,BFC,50000,2020
,Chris Wood,Forward,BFC,50000,2020
,James McCarthy,Midfielder,CP,50000,2020
,James Tomkins,Defender,CP,50000,2020
,Alex Iwobi,Forward,EFC,50000,2020
,Michael Hector,Defender,FFC,50000,2020
,Christian Fuchs,Defender,LC,50000,2020
,Andrew Robertson,Defender,LFC,50000,2020
,Adrian San Miguel del Castillo,Goalkeeper,LFC,50000,2020
,Konstantinos Tsimikas,Defender,LFC,50000,2020
,Axel Tuanzebe,Defender,MUFC,50000,2020
,Phil Jagielka,Defender,SUFC,50000,2020
,Joe Allen,Midfielder,SCFC,50000,2020
,Giannelli Imbula,Midfielder,SCFC,50000,2020
,Sam Clucas,Midfielder,SCAFC,50000,2020
,Harry Winks,Midfielder,THFC,50000,2020
,Tom Cleverley,Midfielder,WAT,50000,2020
,Aaron Cresswell,Defender,WHUFC,50000,2020
,Mark Noble,Midfielder,WHUFC,50000,2020
,Willy Boly,Defender,WWFC,50000,2020
,Pedro Neto,Forward,WWFC,50000,2020
,Ruben Neves,Midfielder,WWFC,50000,2020
246.0,Roque Mesa,Midfielder,SCAFC,49000,2020
247.0,Erik Pieters,Defender,BFC,48077,2020
,Sergio Reguilon,Defender,THFC,48077,2020
249.0,Federico Fernandez,Defender,NUFC,47300,2020
250.0,Emiliano Martinez,Goalkeeper,AVFC,47000,2020
251.0,Ferran Torres,Forward,MCFC,46154,2020
,Callum Wilson,Forward,NUFC,46154,2020
253.0,Zack Steffen,Goalkeeper,MCFC,46000,2020
,Jake Livermore,Midfielder,WBAFC,46000,2020
255.0,Steve Cook,Defender,BOU,45000,2020
,Edward Nketiah,Forward,AFC,45000,2020
,Keinan Davis,Forward,AVFC,45000,2020
,Lewis Dunk,Defender,BHA,45000,2020
,Jose Izquierdo,Midfielder,BHA,45000,2020
,Davy Propper,Midfielder,BHA,45000,2020
,Joshua King,Forward,EFC,45000,2020
,Fabricio Agosto Ramirez,Goalkeeper,FFC,45000,2020
,Marc Albrighton,Midfielder,LC,45000,2020
,Ayoze Perez,Forward,LC,45000,2020
,Caglar Soyuncu,Defender,LC,45000,2020
,Daniel James,Midfielder,MUFC,45000,2020
,Matt Ritchie,Midfielder,NUFC,45000,2020
,Roberto Pereyra,Midfielder,WAT,45000,2020
,Sebastian Prodl,Defender,WAT,45000,2020
270.0,Emerson Palmieri,Defender,CFC,44000,2020
271.0,Billy Gilmour,Midfielder,CFC,43269,2020
272.0,Adama Traore,Forward,WWFC,43000,2020
273.0,Miguel Almiron,Forward,NUFC,42327,2020
274.0,Tom Heaton,Goalkeeper,AVFC,42000,2020
,Charly Musonda,Forward,CFC,42000,2020
276.0,Ryan Fraser,Midfielder,NUFC,41800,2020
277.0,Raul Jimenez,Forward,WWFC,41231,2020
278.0,Tosin Adarabioyo,Defender,FFC,40577,2020
279.0,Jeff Hendrick,Midfielder,NUFC,40385,2020
,Ki-Jana Hoever,Defender,WWFC,40385,2020
281.0,Harry Arter,Midfielder,BOU,40000,2020
,Rob Holding,Defender,AFC,40000,2020
,William Saliba,Defender,AFC,40000,2020
,Florin Andone,Forward,BHA,40000,2020
,Ashley Barnes,Forward,BFC,40000,2020
,Josh Brownhill,Midfielder,BFC,40000,2020
,Kurt Zouma,Defender,CFC,40000,2020
,Wayne Hennessey,Goalkeeper,CP,40000,2020
,Robin Koch,Defender,LUFC,40000,2020
,Dwight Gayle,Forward,NUFC,40000,2020
,Jamaal Lascelles,Defender,NUFC,40000,2020
,Fabian Schar,Defender,NUFC,40000,2020
,Oliver Skipp,Midfielder,THFC,40000,2020
,Etienne Capoue,Midfielder,WAT,40000,2020
,Fabian Balbuena,Defender,WHUFC,40000,2020
,Ryan Fredericks,Defender,WHUFC,40000,2020
,Arthur Masuaku,Defender,WHUFC,40000,2020
298.0,Joel Veltman,Defender,BHA,38462,2020
,Jamal Lewis,Defender,NUFC,38462,2020
,Allan Saint-Maximin,Midfielder,NUFC,38462,2020
,Branislav Ivanovic,Defender,WBAFC,38462,2020
302.0,Jack Cork,Midfielder,BFC,38000,2020
,Philippe Sandler,Defender,MCFC,38000,2020
,Martin Dubravka,Goalkeeper,NUFC,38000,2020
305.0,Ivan Cavaleiro,Forward,FFC,37500,2020
,Anthony Knockaert,Midfielder,FFC,37500,2020
,Bobby Reid,Forward,FFC,37500,2020
308.0,Jonny Castro,Defender,WWFC,36673,2020
,Jonny Otto,Defender,WWFC,36673,2020
310.0,Rayan Ait Nouri,Defender,WWFC,36538,2020
311.0,Lewis Cook,Midfielder,BOU,35000,2020
,Dan Gosling,Midfielder,BOU,35000,2020
,Adam Smith,Defender,BOU,35000,2020
,Junior Stanislas,Forward,BOU,35000,2020
,Wesley Moraes,Forward,AVFC,35000,2020
,Matt Targett,Defender,AVFC,35000,2020
,Tariq Lamptey,Defender,BHA,35000,2020
,Mathew Ryan,Goalkeeper,BHA,35000,2020
,Leandro Trossard,Midfielder,BHA,35000,2020
,Robbie Brady,Midfielder,BFC,35000,2020
,Nick Pope,Goalkeeper,BFC,35000,2020
,Jay Rodriguez,Forward,BFC,35000,2020
,Dale Stephens,Midfielder,BFC,35000,2020
,Matej Vydra,Forward,BFC,35000,2020
,Willy Caballero,Goalkeeper,CFC,35000,2020
,Jack Butland,Goalkeeper,CP,35000,2020
,Joel Ward,Defender,CP,35000,2020
,Marcus Bettinelli,Goalkeeper,FFC,35000,2020
,Steve Mounie,Forward,HUD,35000,2020
,Patrick Bamford,Forward,LUFC,35000,2020
,Ciaran Clark,Defender,NUFC,35000,2020
,Paul Dummett,Defender,NUFC,35000,2020
,Javier Manquillo,Defender,NUFC,35000,2020
,Henri Saivet,Midfielder,NUFC,35000,2020
,Nathaniel Chalobah,Midfielder,WAT,35000,2020
,Vladimir Coufal,Defender,WHUFC,35000,2020
,Darren Randolph,Goalkeeper,WHUFC,35000,2020
,Fernando Marcal,Defender,WWFC,35000,2020
339.0,Youri Tielemans,Midfielder,LC,33038,2020
340.0,Douglas Luiz,Midfielder,AVFC,32873,2020
341.0,Sander Berge,Midfielder,SUFC,32692,2020
342.0,Mahmoud Hassan,Midfielder,AVFC,32500,2020
,Jordan Ayew,Forward,CP,32500,2020
,Helder Costa,Midfielder,LUFC,32500,2020
,Sam Johnstone,Goalkeeper,WBAFC,32500,2020
346.0,Gaetano Berardi,Defender,LUFC,32308,2020
347.0,Kiko Casilla,Goalkeeper,LUFC,32115,2020
348.0,Neil Taylor,Defender,AVFC,32000,2020
,Alfie Mawson,Defender,FFC,32000,2020
350.0,Ashley Westwood,Midfielder,BFC,31000,2020
351.0,Anwar El Ghazi,Midfielder,AVFC,30962,2020
352.0,Alexis Mac Allister,Midfielder,BHA,30769,2020
353.0,Lloyd Kelly,Defender,BOU,30000,2020
,Jack Stacey,Defender,BOU,30000,2020
,Bukayo Saka,Midfielder,AFC,30000,2020
,Marvelous Nakamba,Midfielder,AVFC,30000,2020
,Solly March,Midfielder,BHA,30000,2020
,Johann Berg Gudmundsson,Midfielder,BFC,30000,2020
,Alex Smithies,Goalkeeper,CCFC,30000,2020
,Eberech Eze,Midfielder,CP,30000,2020
,Joe Bryan,Defender,FFC,30000,2020
,Tom Cairney,Midfielder,FFC,30000,2020
,Joshua Onomah,Midfielder,FFC,30000,2020
,Adama Diakhaby,Forward,HUD,30000,2020
,Alex Pritchard,Midfielder,HUD,30000,2020
,Lee Grant,Goalkeeper,MUFC,30000,2020
,Elliot Anderson,Midfielder,NUFC,30000,2020
,Christian Atsu,Midfielder,NUFC,30000,2020
,Sam Byram,Defender,NCFC,30000,2020
,Glenn Murray,Forward,NFFC,30000,2020
,Ben Foster,Goalkeeper,WAT,30000,2020
,Will Hughes,Midfielder,WAT,30000,2020
,Christian Kabasele,Defender,WAT,30000,2020
,Isaac Success,Forward,WAT,30000,2020
,Hal Robson-Kanu,Forward,WBAFC,30000,2020
376.0,Nathan Ferguson,Defender,CP,28846,2020
,Tyrick Mitchell,Defender,CP,28846,2020
,Amad Diallo,Forward,MUFC,28846,2020
,David McGoldrick,Forward,SUFC,28846,2020
380.0,Junior Hoilett,Forward,CCFC,28000,2020
,Adam Masina,Defender,WAT,28000,2020
382.0,Antonee Robinson,Defender,FFC,27500,2020
,Rhian Brewster,Forward,SUFC,27500,2020
,William Troost-Ekong,Defender,WAT,27500,2020
385.0,Tim Ream,Defender,FFC,27000,2020
,Ramadan Sobhi,Forward,HUD,27000,2020
387.0,Ahmed Elmohamady,Defender,AVFC,25000,2020
,Jota Peleteiro,Midfielder,AVFC,25000,2020
,Pontus Jansson,Defender,BFC,25000,2020
,David Raya,Goalkeeper,BFC,25000,2020
,Yves Bissouma,Midfielder,BHA,25000,2020
,Andi Zeqiri,Forward,BHA,25000,2020
,Phil Bardsley,Defender,BFC,25000,2020
,Matthew Lowton,Defender,BFC,25000,2020
,Charlie Taylor,Defender,BFC,25000,2020
,Sean Morrison,Defender,CCFC,25000,2020
,Josh Murphy,Forward,CCFC,25000,2020
,Isaiah Brown,Forward,CFC,25000,2020
,Martin Kelly,Defender,CP,25000,2020
,Tom Davies,Midfielder,EFC,25000,2020
,Mason Holgate,Defender,EFC,25000,2020
,Elias Kachunga,Forward,HUD,25000,2020
,Christopher Schindler,Defender,HUD,25000,2020
,Neco Williams,Defender,LFC,25000,2020
,Scott Carson,Goalkeeper,MCFC,25000,2020
,Karl Darlow,Goalkeeper,NUFC,25000,2020
,Jacob Murphy,Midfielder,NUFC,25000,2020
,Todd Cantwell,Midfielder,NCFC,25000,2020
,Grant Hanley,Defender,NCFC,25000,2020
,Tim Krul,Goalkeeper,NCFC,25000,2020
,Kenny McLean,Midfielder,NCFC,25000,2020
,Teemu Pukki,Forward,NCFC,25000,2020
,Lys Mousset,Forward,SUFC,25000,2020
,Kamil Grosicki,Midfielder,WBAFC,25000,2020
415.0,Joe Ralls,Midfielder,CCFC,24519,2020
416.0,Kevin Long,Defender,BFC,23077,2020
,Japhet Tanganga,Defender,THFC,23077,2020
,Said Benrahma,Forward,WHUFC,23077,2020
,Goncalo Cardoso,Defender,WHUFC,23077,2020
420.0,Aaron Connolly,Forward,BHA,23000,2020
,Florent Hadergjonaj,Defender,HUD,23000,2020
,Eldin Jakupovic,Goalkeeper,LC,23000,2020
,Craig Cathcart,Defender,WAT,23000,2020
,Marc Navarro,Defender,WAT,23000,2020
425.0,Callum Paterson,Defender,CCFC,22500,2020
,Max Aarons,Defender,NCFC,22500,2020
,Lukas Rupp,Midfielder,NCFC,22500,2020
428.0,Harry Arter,Midfielder,NFFC,22308,2020
429.0,Aaron Ramsdale,Goalkeeper,SUFC,22212,2020
430.0,Kevin McDonald,Midfielder,FFC,22000,2020
,Diego Llorente,Defender,LUFC,22000,2020
,Isaac Hayden,Midfielder,NUFC,22000,2020
,Romain Saiss,Midfielder,WWFC,22000,2020
434.0,Terence Kongolo,Defender,FFC,21923,2020
,Onel Hernandez,Forward,NCFC,21923,2020
436.0,Ivan Toney,Forward,BFC,21000,2020
,Daniel Amartey,Defender,LC,21000,2020
438.0,Grady Diangana,Midfielder,WBAFC,20350,2020
,Kyle Edwards,Midfielder,WBAFC,20350,2020
440.0,David Brooks,Midfielder,BOU,20000,2020
,Emile Smith Rowe,Midfielder,AFC,20000,2020
,Joe Willock,Midfielder,AFC,20000,2020
,Bryan Mbeumo,Midfielder,BFC,20000,2020
,Christian Noergaard,Midfielder,BFC,20000,2020
,Mathias Jensen,Midfielder,BFC,20000,2020
,Dominic Calvert-Lewin,Forward,EFC,20000,2020
,Chris Lowe,Defender,HUD,20000,2020
,Adam Forshaw,Midfielder,LUFC,20000,2020
,Danny Ward,Goalkeeper,LC,20000,2020
,Oleksandr Zinchenko,Midfielder,MCFC,20000,2020
,Timm Klose,Defender,NCFC,20000,2020
,Mario Vrancic,Midfielder,NCFC,20000,2020
,Lyle Taylor,Forward,NFFC,20000,2020
,Oliver McBurnie,Forward,SUFC,20000,2020
,Michael Verrips,Goalkeeper,SUFC,20000,2020
,Cameron Carter-Vickers,Defender,THFC,20000,2020
,Kiko Femenia,Defender,WAT,20000,2020
,Jerome Sinclair,Forward,WAT,20000,2020
,Matt Phillips,Midfielder,WBAFC,20000,2020
,Robert Snodgrass,Midfielder,WBAFC,20000,2020
,Ben Johnson,Defender,WHUFC,20000,2020
462.0,Joe Bennett,Defender,CCFC,19519,2020
,Neil Etheridge,Goalkeeper,CCFC,19519,2020
464.0,Christoph Zimmermann,Defender,NCFC,19423,2020
465.0,Diego Rico,Defender,BOU,19250,2020
466.0,Robin Olsen,Goalkeeper,EFC,19231,2020
,Wesley Fofana,Defender,LC,19231,2020
468.0,Pablo Hernandez,Midfielder,LUFC,19000,2020
469.0,Greg Cunningham,Defender,CCFC,18981,2020
470.0,Darnell Furlong,Defender,WBAFC,18500,2020
471.0,Nathaniel Mendez-Laing,Forward,CCFC,18494,2020
472.0,Matthew Longstaff,Midfielder,NUFC,18462,2020
473.0,Josh Dasilva,Midfielder,BFC,18000,2020
,Adalberto Penaranda,Forward,WAT,18000,2020
475.0,Marco Stiepermann,Midfielder,NCFC,17500,2020
